1.353414689104048552e-01,2.432672602111967675e-01,-1.042598793067426449e-01,2.798017398622323348e-01,6.110208044735089550e-02,-1.740632410680348699e-02,1.669171414900263717e-01,7.721554846522930837e-02
1.901081589276643613e-01,-2.774877307786783875e-01,-6.339514122947020880e-02,2.293642203096088183e-01,-3.577198673953801977e-01,-1.791181498719288112e-02,-2.031703316371165913e-01,-2.807661984085446649e-01
4.186131140713106880e-01,6.746534055970810906e-01,-5.042221185564869090e-01,-1.858434672480935024e-01,-2.628261942370661575e-01,-2.486725780545974984e-01,-3.760239115424621192e-01,1.023948023146122877e+00
2.431223410476232930e-02,-2.672510073131161845e-01,-4.437916315779647514e-01,1.903602681859963563e-01,-5.467365934261291249e-01,6.450119524659974068e-01,4.728403273895903092e-01,-1.301058028252344845e-01
-2.011531678048924035e-02,-1.681148967647125847e-01,9.189675068761923860e-02,7.885355073916842095e-01,1.309682946471800169e-01,-2.375638224048800817e-01,-3.274805073388248333e-01,-1.405009511342340256e-01
-8.607092195126472833e-02,4.953245605996167006e-02,2.387205363479774634e-01,4.877432133995376895e-02,5.474615765325012706e-01,-4.327182430177455297e-01,1.626041392215266668e-01,-1.248042303053807991e-02
-8.086981722149191865e-02,1.585781871921221609e-01,1.916008080366508881e-01,-1.894982144013230563e-01,-2.298549933039628276e-02,-5.144069156206368953e-01,1.876519241359832779e-01,-6.254690556748599972e-01
-7.833786262056816052e-02,-4.493145501566155886e-01,-1.233666188228589172e-01,-2.438590960529951057e-01,2.494320433359568934e-01,9.108106193208967416e-02,-1.225947287973258165e-01,-1.437189896333976868e-01
-4.060919096661245314e-02,-5.543166563565081750e-01,-1.344293883259688460e-01,3.156944530777223701e-01,4.857730069351816060e-01,-1.849865455757614130e-01,9.446422990041929146e-02,3.231151807556952860e-01
-4.301284769771070507e-03,-1.968232187986049542e-01,-1.838596137696577315e-01,5.104309185887731526e-02,1.440480634145199501e-01,-3.309583416714290127e-01,-2.634754753800016558e-01,1.838087783294364147e-02
-5.208329313272315186e-01,8.388854311730162272e-02,-3.716817256139037795e-02,-9.219559858404365038e-02,1.858701287533367497e-01,-1.959230376478646451e-01,-3.511503836056103500e-01,-4.583552172547217252e-01
4.588263958705051659e-01,-4.165875630749751868e-01,-3.046421458324256037e-01,1.322014911886398338e-02,-2.521433135714868379e-01,-1.003630561182233989e-02,4.986823197801528718e-01,3.545882514801444452e-01
2.246269212113757019e-01,-2.908365634366528729e-01,1.888283523733796376e-01,-1.216452414011331001e-01,-4.624664400708270590e-02,4.521555752001814588e-01,5.358483957121386032e-01,1.327698436299499796e-01
1.645938182090140589e-01,-2.667282027074044382e-02,-1.265797116664026944e-01,-3.672821054876794222e-01,1.300259227177636423e-01,1.659650915609928723e-01,-1.304277273287795802e-01,-9.212894387037390276e-02
-3.083003191580884622e-02,-3.830805720952194099e-02,5.277675149150869854e-02,-5.158922331617689094e-01,8.553456250363022928e-02,2.498124999370517629e-01,-2.066040079152074160e-01,1.923300668585414819e-01
4.869726447719922025e-01,1.392171253031714018e-01,-5.743592135631887113e-02,1.657863450007107942e-01,6.972761811080417926e-01,-1.055251107416041167e-01,3.623323558237857567e-01,-6.361980996324199944e-02
